,carat,cut,color,clarity,depth,table,x,y,z,price_predict
4050,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,2283.467118808281
4051,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,1670.8295991280108
4052,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,2339.161438779215
4053,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1893.6068790117456
4054,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1782.218239069878
4055,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,2172.078478866414
4056,1.16,Premium,G,VVS1,61.6,55.0,6.85,6.72,4.18,6460.541116628308
4057,0.33,Premium,G,VVS1,61.5,59.0,4.46,4.42,2.73,1837.9125590408119
4058,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,3341.6591982560217
4059,0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,1670.8295991280108
4060,0.43,Premium,G,VVS1,62.0,59.0,4.8,4.82,2.98,2394.8557587501487
4061,0.7,Premium,G,VVS1,61.2,56.0,5.75,5.68,3.5,3898.6023979653583
4062,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5576.796771318217
4063,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,1974.087352679015
4064,0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3948.17470535803
4065,0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,1332.5089630583352
4066,0.75,Ideal,I,VS1,61.1,59.0,5.85,5.87,3.58,3701.413786273153
4067,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,1776.6786174111135
4068,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,5675.501138952168
4069,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,1332.5089630583352
4070,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,1875.3829850450643
4071,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,6169.022977121922
4072,0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,3504.0050510052515
4073,0.35,Ideal,I,VS1,60.9,57.0,4.54,4.59,2.78,1727.326433594138
4074,0.34,Ideal,I,VS1,61.8,55.0,4.48,4.52,2.78,1677.9742497771629
4075,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,5675.501138952168
4076,0.4,Ideal,I,VS1,60.9,56.0,4.76,4.8,2.91,1974.087352679015
4077,1.52,Ideal,I,VS1,62.4,57.0,7.32,7.36,4.58,7501.531940180257
4078,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,2171.4960879469168
4079,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,3602.7094186392023
4080,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,5478.092403684267
4081,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,4441.696543527784
4082,0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,1579.269882143212
4083,1.2,Ideal,I,VS1,62.1,56.5,6.8,6.84,4.23,5922.262058037045
4084,0.31,Ideal,I,VS1,61.3,54.0,4.39,4.46,2.7,1529.9176983262366
4085,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,1875.3829850450643
4086,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,1776.6786174111135
4087,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,1184.452411607409
4088,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,2220.848271763892
4089,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,2615.665742299695
4090,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,10857.480439734583
4091,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,3553.357234822227
4092,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,1529.9176983262366
4093,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,4491.04872734476
4094,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,5922.262058037045
4095,1.7,Ideal,I,VS1,62.2,55.0,7.67,7.63,4.76,8389.871248885813
4096,0.74,Ideal,I,VS1,62.5,56.0,5.76,5.8,3.61,3652.0616024561778
4097,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,2086.271906052395
4098,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,3157.6007226738957
4099,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,1466.0289069557373
4100,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,1296.8717253839213
4101,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21,2875.672086720869
4102,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,7668.458897922318
4103,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,6146.044263775975
4104,1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,5694.958446251133
4105,0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,1804.343270099369
4106,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,2480.9719963866323
4107,0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,2255.429087624211
4108,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,2452.0394640955183
4109,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,4841.206121419356
4110,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,3269.3859521273575
4111,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,8047.719266775034
4112,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,7733.355232916634
4113,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,5721.425416222876
4114,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,1760.438589607039
4115,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,7293.245585514874
4116,0.34,Premium,G,VVS2,61.6,58.0,4.44,4.49,2.75,2137.6754302371187
4117,0.31,Premium,G,VVS2,61.5,58.0,4.31,4.34,2.66,1949.0570099220786
4118,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,4401.096474017596
4119,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,1886.1842031503984
4120,0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,2011.9298166937585
4121,0.43,Premium,G,VVS2,62.3,60.0,4.85,4.78,3.0,2703.530691182238
4122,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6413.026290711356
4123,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6350.153483939675
4124,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,3898.114019844157
4125,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,3143.6403385839976
4126,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,7200.891511890295
4127,0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,1297.835098073251
4128,0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67,1255.9694497483072
4129,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,3767.908349244922
4130,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,5568.131227217496
4131,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4270.296129144245
4132,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,3223.6549210206554
4133,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,4270.296129144245
4134,0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75,1297.835098073251
4135,0.93,Good,D,SI2,64.5,58.0,6.11,6.14,3.95,3893.505294219753
4136,1.04,Good,D,SI2,57.6,63.0,6.67,6.7,3.85,4354.027425794132
4137,1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43,6279.8472487415365
4138,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,4228.430480819301
4139,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,2093.282416247179
4140,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2972.4610310709936
4141,1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,4228.430480819301
4142,1.01,Good,D,SI2,57.6,62.0,6.56,6.66,3.81,4228.430480819301
4143,1.01,Good,D,SI2,63.6,57.0,6.35,6.39,4.05,4228.430480819301
4144,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,1297.835098073251
4145,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,3977.2365908696397
4146,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,2093.282416247179
4147,0.4,Good,D,SI2,63.1,56.0,4.65,4.67,2.94,1674.6259329977431
4148,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,1079.5984848484843
4149,0.31,Premium,H,VVS1,61.9,58.0,4.34,4.32,2.68,1079.5984848484843
4150,0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,1184.0757575757573
4151,0.3,Premium,H,VVS1,62.6,60.0,4.26,4.21,2.65,1044.7727272727268
4152,0.32,Premium,H,VVS1,62.5,58.0,4.33,4.37,2.72,1114.424242424242
4153,0.34,Premium,H,VVS1,61.1,59.0,4.52,4.48,2.75,1184.0757575757573
4154,0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,1114.424242424242
4155,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,3517.4015151515136
4156,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,3621.8787878787866
4157,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,870.643939393939
4158,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1880.5909090909086
4159,0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,1114.424242424242
4160,0.3,Premium,H,VVS1,61.3,61.0,4.29,4.26,2.62,1044.7727272727268
4161,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2993.012067492527
4162,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4318.488840239218
4163,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,4660.547362238364
4164,0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,2993.012067492527
4165,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77,1368.2340879965839
4166,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,3078.5266979923135
4167,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,3848.158372490392
4168,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4318.488840239218
4169,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3848.158372490392
4170,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,4190.2168944895375
4171,1.0,Good,F,SI1,60.1,65.0,6.4,6.44,3.86,4275.7315249893245
4172,1.0,Good,F,SI1,63.7,58.0,6.29,6.34,4.02,4275.7315249893245
4173,0.51,Good,F,SI1,64.1,58.0,5.03,5.02,3.22,2180.6230777445558
4174,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,4318.488840239218
4175,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2907.497436992741
4176,0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,4147.459579239645
4177,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2993.012067492527
4178,0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,1325.4767727466906
4179,0.4,Good,F,SI1,63.3,58.0,4.69,4.72,2.98,1710.29260999573
4180,0.9,Good,F,SI1,62.6,58.0,6.1,6.14,3.83,3848.158372490392
4181,0.9,Good,F,SI1,62.9,57.0,6.08,6.13,3.84,3848.158372490392
4182,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,3848.158372490392
4183,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,1710.29260999573
4184,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,1753.049925245623
4185,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2993.012067492527
4186,1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,4361.2461554891115
4187,0.4,Good,F,SI1,63.6,56.0,4.68,4.63,2.96,1710.29260999573
4188,0.9,Good,F,SI1,63.9,59.0,6.06,6.09,3.88,3848.158372490392
4189,1.02,Good,F,SI1,63.7,61.0,6.27,6.23,3.98,4361.2461554891115
4190,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,2669.080098280098
4191,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,3990.406879606879
4192,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,1849.8574938574936
4193,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,2801.2127764127763
4194,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,4739.366716306763
4195,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3284.709605361123
4196,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,1454.6571109456402
4197,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,1407.7326880119099
4198,0.71,Premium,D,SI1,61.3,58.0,5.73,5.75,3.52,3331.634028294853
4199,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,1595.4303797468312
4200,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,7132.51228592701
4201,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,2393.145569620247
4202,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,1454.6571109456402
4203,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,1407.7326880119099
4204,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,1876.9769173492132
4205,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,2346.2211466865165
4206,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,4786.291139240494
4207,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3284.709605361123
4208,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,7742.529784065504
4209,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,4927.064408041685
4210,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,1501.5815338793707
4211,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,1407.7326880119099
4212,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,1407.7326880119099
4213,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,5349.384214445257
4214,0.51,Premium,D,SI1,60.1,60.0,5.14,5.18,3.1,2393.145569620247
4215,0.51,Premium,D,SI1,62.3,57.0,5.13,5.08,3.18,2393.145569620247
4216,0.34,Premium,D,SI1,62.0,58.0,4.47,4.43,2.76,1595.4303797468312
4217,0.55,Premium,D,SI1,62.7,59.0,5.25,5.22,3.28,2580.843261355168
4218,1.01,Premium,D,SI1,62.9,59.0,6.43,6.39,4.03,4739.366716306763
4219,0.55,Premium,D,SI1,61.6,56.0,5.28,5.24,3.24,2580.843261355168
4220,0.5,Premium,D,SI1,61.2,60.0,5.14,5.09,3.13,2346.2211466865165
4221,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,2017.750186150404
4222,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,4692.442293373033
4223,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,1876.9769173492132
4224,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,2393.145569620247
4225,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,1501.5815338793707
4226,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,1876.9769173492132
4227,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4270.12248696946
4228,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,4692.442293373033
4229,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3284.709605361123
4230,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,4739.366716306763
4231,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,1876.9769173492132
4232,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,4692.442293373033
4233,0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,3331.634028294853
4234,0.54,Premium,D,SI1,60.0,58.0,5.3,5.26,3.17,2533.918838421438
4235,0.36,Premium,D,SI1,61.4,58.0,4.59,4.56,2.81,1689.2792256142918
4236,0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,1736.203648548022
4237,0.5,Premium,D,SI1,62.3,58.0,5.07,5.04,3.15,2346.2211466865165
4238,1.0,Premium,D,SI1,61.3,61.0,6.52,6.39,3.96,4692.442293373033
4239,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,5020.913253909145
4240,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,1454.6571109456402
4241,0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,3331.634028294853
4242,0.3,Premium,D,SI1,62.0,60.0,4.26,4.29,2.65,1407.7326880119099
4243,0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,2486.9944154877076
4244,0.52,Premium,D,SI1,61.5,55.0,5.21,5.19,3.2,2440.069992553977
4245,1.51,Premium,D,SI1,62.5,60.0,7.27,7.23,4.54,7085.5878629932795
4246,1.51,Premium,D,SI1,62.2,59.0,7.34,7.29,4.55,7085.5878629932795
4247,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,2978.8934287328198
4248,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,7230.32385614762
4249,1.03,Premium,H,I1,61.1,60.0,6.46,6.51,3.96,2978.8934287328198
4250,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,1243.6157032573906
4251,2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,5871.022971191867
4252,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,4338.194313688572
4253,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,12266.920234711659
4254,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,6109.024021270747
4255,1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,5962.407444760249
4256,1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02,5082.707985697261
4257,1.57,Premium,J,SI2,59.6,56.0,7.59,7.5,4.5,7672.934170716058
4258,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,10898.498853947012
4259,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,4936.0914091867635
4260,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,7184.2122490143975
4261,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,6695.490327312738
4262,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,6109.024021270747
4263,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,7330.828825524895
4264,1.1,Premium,J,SI2,60.0,58.0,6.77,6.66,4.03,5375.941138718257
4265,1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,8015.039515907219
4266,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,6206.768405611078
4267,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,4887.219217016597
4268,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,3909.775373613278
4269,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,12071.431466030996
4270,2.18,Premium,J,SI2,62.6,58.0,8.25,8.23,5.16,10654.137893096182
4271,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,10312.032547905019
4272,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,10409.776932245351
4273,1.02,Premium,J,SI2,62.6,60.0,6.42,6.39,4.01,4984.963601356929
4274,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,1422.5904937501703
4275,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,3200.828610937883
4276,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3645.388140234811
4277,1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,5334.714351563139
4278,0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18,2222.797646484641
4279,0.7,Ideal,E,SI2,61.2,55.0,5.76,5.68,3.5,3111.916705078497
4280,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,1911.6059759767913
4281,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,7735.3358097665505
4282,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,1022.486917382935
4283,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3778.7559990238897
4284,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,3289.740516797269
4285,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3912.1238578129683
4286,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,1422.5904937501703
4287,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,4001.035763672354
4288,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,2000.517881836177
4289,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,1378.1345408204775
4290,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4578.963151758361
4291,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,4623.419104688053
4292,1.16,Ideal,E,SI2,61.9,55.0,6.71,6.77,4.17,5156.890539844367
4293,1.51,Ideal,E,SI2,62.5,57.0,7.29,7.34,4.57,6712.848892383616
4294,1.01,Ideal,E,SI2,61.1,57.0,6.48,6.52,3.97,4490.051245898975
4295,0.52,Ideal,E,SI2,60.9,56.0,5.2,5.23,3.17,2311.7095523440266
4296,1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,4445.595292969282
4297,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,5334.714351563139
4298,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,1778.238117187713
4299,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3823.2119519535827
4300,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,4979.0667281255965
4301,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,5245.802445703753
4302,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,5334.714351563139
4303,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,1778.238117187713
4304,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,6712.848892383616
4305,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,4890.15482226621
4306,1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,4845.698869336518
4307,0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,1333.6785878907847
4308,1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,4756.786963477132
4309,0.43,Ideal,E,SI2,62.1,56.0,4.84,4.85,3.01,1911.6059759767913
4310,0.77,Ideal,E,SI2,61.0,57.0,5.95,5.92,3.62,3423.1083755863474
4311,1.0,Ideal,E,SI2,61.8,57.0,6.39,6.43,3.96,4445.595292969282
4312,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.31,3.28,2445.077411133105
4313,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,3423.1083755863474
4314,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,1511.502399609556
4315,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,4756.786963477132
4316,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,2578.4452699221833
4317,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,3156.3726580081902
4318,0.91,Ideal,E,SI2,62.7,57.0,6.19,6.26,3.9,4045.491716602047
4319,1.02,Ideal,E,SI2,62.1,55.0,6.51,6.4,4.01,4534.507198828668
4320,1.02,Ideal,E,SI2,62.9,57.0,6.44,6.38,4.03,4534.507198828668
4321,0.31,Ideal,E,SI2,59.5,61.0,4.42,4.45,2.64,1378.1345408204775
4322,2.0,Ideal,E,SI2,62.2,57.0,8.11,8.09,5.04,8891.190585938564
4323,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,2138.479704797048
4324,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,5453.123247232472
4325,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,6686.453498071104
4326,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,2258.3385986862672
4327,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,2302.6197476801153
4328,0.7,Very Good,J,SI1,61.7,57.0,5.65,5.69,3.5,3099.680429569386
4329,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,2258.3385986862672
4330,1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36,5800.830518194137
4331,2.01,Very Good,J,SI1,61.6,60.0,7.99,8.02,4.93,8900.510947763521
4332,1.24,Very Good,J,SI1,61.6,60.0,6.89,6.95,4.26,5490.862475237198
4333,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,8856.229798769675
4334,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,7527.795328954223
4335,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,5402.300177249502
4336,0.81,Very Good,J,SI1,63.1,59.0,5.88,5.91,3.72,3586.7730685017186
4337,0.77,Very Good,J,SI1,63.3,57.0,5.84,5.79,3.68,3409.648472526325
4338,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,1737.547145440454
4339,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,1737.547145440454
4340,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,4112.194910875741
4341,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,1621.7106690777573
4342,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,1795.4653836218026
4343,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,3359.257814518211
4344,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,1563.7924308964089
4345,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4054.276672694393
4346,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2548.402479979333
4347,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2837.993670886075
4348,0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,1390.0377163523633
4349,1.07,Very Good,F,VVS1,60.2,58.0,6.57,6.65,3.98,6197.2514854042865
4350,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,2374.647765435287
4351,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,1447.9559545337117
4352,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,6602.679152673725
4353,0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,4054.276672694393
4354,0.3,Very Good,F,VVS1,61.6,59.0,4.29,4.33,2.66,1737.547145440454
